"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,       "CD"       ,       "CL"       ,       "CMz"      ,       "CFx"      ,       "CFy"      ,     "Buffet"     ,   "Cauchy[CD]"   
          36,      0.1210500054,      -2.360548333,      0.1249397904,     -0.1014843783,    0.008808795021,      0.1249397904,     -0.1014843783,    0.002266401205,     0.01781432014
          37,      0.1210655053,      -2.356436479,      0.1197348034,    -0.09286536314,    0.009788165761,      0.1197348034,    -0.09286536314,    0.002266401205,     0.01824902976
          38,      0.1210090923,      -2.352679092,      0.1150797909,    -0.08438686619,     0.01086705719,      0.1150797909,    -0.08438686619,    0.002266401205,      0.0186535328
          39,       0.121001355,       -2.34930678,       0.111000003,    -0.07627471628,     0.01205295147,       0.111000003,    -0.07627471628,    0.002266401205,     0.01902108124
          40,      0.1210228146,      -2.346300242,      0.1074978885,    -0.06875652259,      0.0133459321,      0.1074978885,    -0.06875652259,    0.002266401205,     0.01934686573
          41,      0.1210177548,       -2.34365974,      0.1045535887,    -0.06205112693,     0.01473840537,      0.1045535887,    -0.06205112693,    0.002266401205,      0.0196284725
          42,      0.1210386442,      -2.341331738,      0.1021304083,    -0.05635282413,     0.01621766717,      0.1021304083,    -0.05635282413,    0.002266401205,     0.01986573587
          43,      0.1210153864,      -2.339341468,      0.1001825569,    -0.05182316277,     0.01776550698,      0.1001825569,    -0.05182316277,    0.002829970007,     0.02006016606
          44,      0.1209741111,      -2.337721899,     0.09866308435,    -0.04858086845,     0.01936172599,     0.09866308435,    -0.04858086845,    0.002266401205,     0.02021211331
          45,      0.1209431587,      -2.336475608,     0.09752481772,    -0.04669897529,     0.02098594117,     0.09752481772,    -0.04669897529,    0.002266401205,     0.02032593998
          46,      0.1209251085,      -2.335653825,     0.09672102324,    -0.04620356192,     0.02261809125,     0.09672102324,    -0.04620356192,    0.002266401205,     0.02040631942
          47,      0.1208952771,      -2.335309326,      0.0962029046,    -0.04707368004,     0.02424168348,      0.0962029046,    -0.04707368004,    0.002266401205,     0.02045813129
          48,      0.1209352551,       -2.33545969,     0.09591853183,    -0.04924703405,     0.02584201826,     0.09591853183,    -0.04924703405,    0.002266401205,     0.02048656856
          49,       0.121045946,      -2.336119623,     0.09581185705,    -0.05262719073,     0.02740560264,     0.09581185705,    -0.05262719073,    0.002266401205,     0.02049723604
          50,      0.1211293373,      -2.337275489,     0.09582141843,    -0.05709141809,     0.02891954157,     0.09582141843,    -0.05709141809,    0.002266401205,     0.02049819218
          51,      0.1211169096,       -2.33890087,     0.09588497583,    -0.06249709541,     0.03037100056,     0.09588497583,    -0.06249709541,    0.002266401205,     0.02050454792
          52,      0.1210959623,      -2.340922222,     0.09594278453,    -0.06869112193,     0.03174759268,     0.09594278453,    -0.06869112193,    0.002266401205,     0.02051032879
          53,      0.1210577593,      -2.343231446,     0.09594129102,    -0.07551731176,     0.03303701739,     0.09594129102,    -0.07551731176,    0.002266401205,     0.02051047814
          54,      0.1210102655,      -2.345707837,      0.0958366697,    -0.08282063986,     0.03422779986,      0.0958366697,    -0.08282063986,    0.002266401205,     0.02052094027
          55,      0.1209970911,      -2.348201858,      0.0955970449,    -0.09044857165,     0.03530975098,      0.0955970449,    -0.09044857165,    0.002266401205,     0.02054490275
          56,      0.1209436684,      -2.350555127,     0.09520288183,    -0.09825232801,     0.03627367547,     0.09520288183,    -0.09825232801,    0.002266401205,     0.02058431906
          57,      0.1209368466,      -2.352625006,     0.09464593301,     -0.1060882922,     0.03711028498,     0.09464593301,     -0.1060882922,    0.002266401205,     0.02064001394
          58,      0.1208934356,      -2.354298514,     0.09392895358,     -0.1138154679,      0.0378125095,     0.09392895358,     -0.1138154679,    0.002266401205,     0.02071171188
          59,        0.12087298,      -2.355487906,     0.09306309493,     -0.1213002263,     0.03837437682,     0.09306309493,     -0.1213002263,    0.002266401205,     0.02079829775
          60,      0.1208475148,      -2.356148085,     0.09206599866,     -0.1284190673,     0.03879192984,     0.09206599866,     -0.1284190673,    0.002266401205,     0.02089800738
          61,      0.1207764403,      -2.356274262,     0.09095996053,     -0.1350631723,     0.03906341655,     0.09095996053,     -0.1350631723,    0.002266401205,     0.02100861119
          62,      0.1207450349,      -2.355895525,     0.08976998701,     -0.1411415846,     0.03919052248,     0.08976998701,     -0.1411415846,    0.002266401205,     0.02112760854
          63,      0.1207383047,      -2.355063842,     0.08852241452,     -0.1465843481,     0.03917887827,     0.08852241452,     -0.1465843481,    0.002266401205,     0.02125236579
          64,      0.1207194062,      -2.353842481,     0.08724362291,     -0.1513425709,     0.03903901216,     0.08724362291,     -0.1513425709,    0.002266401205,     0.02138024495
          65,      0.1207064394,      -2.352296595,     0.08595839132,     -0.1553913649,     0.03878706209,     0.08595839132,     -0.1553913649,    0.002266401205,     0.02150876811
          66,      0.1206646269,      -2.350494098,     0.08468899192,     -0.1587298161,     0.03844282981,     0.08468899192,     -0.1587298161,    0.002266401205,     0.02163570805
          67,      0.1206413794,      -2.348492689,     0.08345469788,     -0.1613760837,     0.03803104255,     0.08345469788,     -0.1613760837,    0.002266401205,     0.02175913745
          68,      0.1206226783,      -2.346341117,     0.08227131005,     -0.1633643784,     0.03758010479,     0.08227131005,     -0.1633643784,    0.002266401205,     0.02187747624
          69,      0.1205835986,      -2.344083052,     0.08115098854,     -0.1647407325,     0.03712036044,     0.08115098854,     -0.1647407325,    0.002266401205,     0.02198950839
          70,      0.1206152014,      -2.341753992,     0.08010221302,     -0.1655584657,     0.03668217582,     0.08010221302,     -0.1655584657,    0.002266401205,     0.02209438594
          71,      0.1205950819,      -2.339384926,     0.07912996672,     -0.1658727974,     0.03629491204,     0.07912996672,     -0.1658727974,    0.002266401205,     0.02219161057
          72,      0.1206344329,      -2.337002774,     0.07823563959,     -0.1657376033,      0.0359856451,     0.07823563959,     -0.1657376033,    0.002266401205,     0.02228104328
          73,       0.120599877,      -2.334638334,     0.07741764031,     -0.1652029488,     0.03577862642,     0.07741764031,     -0.1652029488,    0.002266401205,     0.02236284321
          74,      0.1206645573,      -2.332329634,     0.07667196569,      -0.164317997,     0.03569214774,     0.07667196569,      -0.164317997,    0.002266401205,     0.02243741067
          75,      0.1206517947,      -2.330117154,     0.07599261187,     -0.1631285954,     0.03574034504,     0.07599261187,     -0.1631285954,    0.002266401205,     0.02250534606
          76,      0.1206605935,      -2.328044684,     0.07537271909,     -0.1616774349,     0.03593360104,     0.07537271909,     -0.1616774349,    0.002266401205,     0.02256733533
          77,      0.1206761872,      -2.326157736,      0.0748051314,     -0.1600068868,      0.0362774307,      0.0748051314,     -0.1600068868,    0.002266401205,      0.0226240941
          78,       0.120646543,      -2.324498143,      0.0742827965,     -0.1581583722,     0.03677348218,      0.0742827965,     -0.1581583722,    0.002266401205,     0.02267632759
          79,      0.1206507012,       -2.32310083,     0.07379927165,     -0.1561759548,     0.03741800957,     0.07379927165,     -0.1561759548,    0.002266401205,     0.02272468008
          80,      0.1206435642,      -2.321991279,     0.07334926502,     -0.1541016654,     0.03820559754,     0.07334926502,     -0.1541016654,    0.002266401205,     0.02276968074
          81,      0.1206407573,      -2.321184408,     0.07292821135,     -0.1519776684,     0.03912798314,     0.07292821135,     -0.1519776684,    0.002266401205,     0.02281178611
          82,      0.1206247133,      -2.320682789,     0.07253242435,     -0.1498462605,     0.04017403381,     0.07253242435,     -0.1498462605,    0.002266401205,     0.02285136481
          83,      0.1206093226,      -2.320475561,     0.07215915312,     -0.1477503994,     0.04132987514,     0.07215915312,     -0.1477503994,    0.002266401205,     0.02288869193
          84,      0.1206137518,        -2.3205425,     0.07180648004,     -0.1457327377,     0.04257881399,     0.07180648004,     -0.1457327377,    0.002266401205,     0.02292395924
          85,      0.1206015872,      -2.320856282,     0.07147337289,     -0.1438356996,     0.04390130322,     0.07147337289,     -0.1438356996,    0.002266401205,     0.02295726995
          86,      0.1205520195,      -2.321381385,     0.07115882375,     -0.1420977921,     0.04527755881,     0.07115882375,     -0.1420977921,    0.002266401205,     0.02298872487
          87,      0.1205481352,      -2.322078467,     0.07086213733,     -0.1405556378,       0.046685779,     0.07086213733,     -0.1405556378,    0.002266401205,     0.02301839351
          88,      0.1205560079,      -2.322906048,     0.07058254228,     -0.1392428455,     0.04810267513,     0.07058254228,     -0.1392428455,    0.002266401205,     0.02304635301
          89,      0.1205518311,       -2.32382179,     0.07031910166,     -0.1381890371,     0.04950404442,     0.07031910166,     -0.1381890371,    0.002266401205,     0.02307269708
          90,      0.1206461451,      -2.324784838,      0.0700710506,     -0.1374199421,     0.05086464691,      0.0700710506,     -0.1374199421,    0.002266401205,     0.02309750218
          91,       0.120638187,      -2.325755778,     0.06983677451,      -0.136955525,     0.05215974523,     0.06983677451,      -0.136955525,    0.002266401205,     0.02312092979
          92,      0.1206180495,      -2.326697584,     0.06961449928,     -0.1368100416,     0.05336530605,     0.06961449928,     -0.1368100416,    0.002266401205,     0.02314315731
          93,      0.1206136628,      -2.327575342,     0.06940243383,     -0.1369907021,     0.05445932703,     0.06940243383,     -0.1369907021,    0.002266401205,     0.02316436386
          94,      0.1206277347,      -2.328356146,     0.06919846383,     -0.1374968926,     0.05542293782,     0.06919846383,     -0.1374968926,    0.002266401205,     0.02318476086
          95,       0.120602399,      -2.329012361,     0.06900028086,     -0.1383211699,     0.05624024933,     0.06900028086,     -0.1383211699,    0.002266401205,     0.02320457916
          96,      0.1206101546,      -2.329518702,     0.06880607552,      -0.139448256,     0.05689957623,     0.06880607552,      -0.139448256,    0.002266401205,     0.02322399969
          97,      0.1206153112,       -2.32985471,     0.06861437397,      -0.140856197,     0.05739340042,     0.06861437397,      -0.140856197,    0.002829970007,     0.02324316985
          98,      0.1207236384,      -2.330006014,     0.06842378335,     -0.1425154492,     0.05771986602,     0.06842378335,     -0.1425154492,    0.002829970007,     0.02326222891
          99,       0.120713816,      -2.329963479,     0.06823308138,     -0.1443899764,     0.05788248641,     0.06823308138,     -0.1443899764,    0.002829970007,      0.0232812991
         100,      0.1206978485,      -2.329725542,     0.06804128872,     -0.1464385469,     0.05788981532,     0.06804128872,     -0.1464385469,    0.002829970007,     0.02330047837
         101,      0.1207067059,      -2.329293987,     0.06784738057,     -0.1486152628,     0.05775563375,     0.06784738057,     -0.1486152628,    0.002829970007,     0.02179882607
         102,      0.1207054816,      -2.328679931,     0.06765072685,     -0.1508725961,     0.05749717266,     0.06765072685,     -0.1508725961,    0.002829970007,     0.02156463375
         103,      0.1206969404,      -2.327895132,       0.067450663,     -0.1531629303,     0.05713444884,       0.067450663,     -0.1531629303,    0.002829970007,     0.02082263637
         104,      0.1206857781,       -2.32695602,     0.06724625307,     -0.1554403876,     0.05668920967,     0.06724625307,     -0.1554403876,    0.002829970007,     0.01960843046
         105,      0.1206788717,       -2.32588333,     0.06703634852,     -0.1576630461,     0.05618343535,     0.06703634852,     -0.1576630461,    0.002829970007,     0.01843341928
         106,      0.1206740103,       -2.32469921,     0.06681970597,     -0.1597937655,     0.05563886372,     0.06681970597,     -0.1597937655,    0.002829970007,     0.01752729298
         107,      0.1206563333,      -2.323426037,     0.06659475999,     -0.1618015719,     0.05507589877,     0.06659475999,     -0.1618015719,    0.002829970007,     0.01679246531
         108,      0.1206341422,      -2.322085731,     0.06635968017,     -0.1636627851,     0.05451256786,     0.06635968017,     -0.1636627851,    0.002829970007,     0.01615607791
         109,      0.1206287073,      -2.320699722,     0.06611261079,     -0.1653614045,     0.05396393671,     0.06611261079,     -0.1653614045,    0.002829970007,      0.0156005355
         110,      0.1206372874,      -2.319288272,     0.06585134265,     -0.1668882281,     0.05344238712,     0.06585134265,     -0.1668882281,    0.002829970007,     0.01512066878
         111,      0.1206161527,      -2.317866753,     0.06557370324,     -0.1682391723,     0.05295853254,     0.06557370324,     -0.1682391723,    0.002829970007,     0.01470707234
         112,      0.1206081876,      -2.316446888,     0.06527774173,     -0.1694143491,     0.05252148587,     0.06527774173,     -0.1694143491,    0.002829970007,     0.01434809425
         113,      0.1206354193,      -2.315040395,     0.06496188876,     -0.1704181674,     0.05213844963,     0.06496188876,     -0.1704181674,    0.002266401205,      0.0140327843
         114,      0.1206485557,      -2.313654841,     0.06462493522,     -0.1712585512,     0.05181490944,     0.06462493522,     -0.1712585512,    0.002266401205,     0.01375162723
         115,      0.1206442466,      -2.312303736,     0.06426615626,     -0.1719455211,     0.05155527314,     0.06426615626,     -0.1719455211,    0.002266401205,      0.0134967345
         116,      0.1206279735,      -2.310991046,     0.06388545774,     -0.1724899617,     0.05136340979,     0.06388545774,     -0.1724899617,    0.002266401205,     0.01326164881
         117,      0.1206307127,      -2.309721748,      0.0634834353,     -0.1729029243,     0.05124278973,      0.0634834353,     -0.1729029243,    0.002266401205,      0.0130407366
         118,       0.120609137,      -2.308499988,      0.0630612036,     -0.1731954717,      0.0511962369,      0.0630612036,     -0.1731954717,    0.002266401205,     0.01282853989
         119,      0.1205983142,      -2.307335206,     0.06262024871,     -0.1733791795,     0.05122536672,     0.06262024871,     -0.1733791795,    0.002266401205,     0.01261954103
         120,       0.120587714,      -2.306234595,     0.06216239125,     -0.1734657847,      0.0513308173,     0.06216239125,     -0.1734657847,    0.002266401205,     0.01240826131
         121,      0.1205833098,      -2.305205249,     0.06168989892,     -0.1734640513,      0.0515136529,     0.06168989892,     -0.1734640513,    0.002266401205,     0.01218954463
         122,      0.1205876634,      -2.304242126,     0.06120514009,      -0.173384303,     0.05177245229,     0.06120514009,      -0.173384303,    0.002829970007,     0.01195879212
         123,      0.1206274048,      -2.303347155,     0.06071066953,     -0.1732367517,     0.05210430407,     0.06071066953,     -0.1732367517,    0.002829970007,     0.01171205675
         124,      0.1206290664,      -2.302521621,     0.06020926717,     -0.1730312095,     0.05250492128,     0.06020926717,     -0.1730312095,    0.002829970007,     0.01144630517
         125,      0.1206400849,      -2.301778039,     0.05970367576,      -0.172776334,      0.0529692205,     0.05970367576,      -0.172776334,    0.002829970007,     0.01115935108
         126,       0.120641178,      -2.301105952,     0.05919662466,     -0.1724788301,     0.05349188822,     0.05919662466,     -0.1724788301,    0.002829970007,      0.0108499064
         127,      0.1206514656,      -2.300508169,     0.05869083246,     -0.1721439115,     0.05406713525,     0.05869083246,     -0.1721439115,    0.002829970007,     0.01051756588
         128,       0.120650514,      -2.299984197,     0.05818900133,     -0.1717773897,     0.05468741957,     0.05818900133,     -0.1717773897,    0.002829970007,     0.01016256352
         129,      0.1206565292,      -2.299541293,     0.05769353496,     -0.1713849641,     0.05534409507,     0.05769353496,     -0.1713849641,    0.002829970007,    0.009785949744
         130,      0.1206870756,      -2.299172218,      0.0572067195,     -0.1709708346,     0.05602853945,      0.0572067195,     -0.1709708346,    0.002829970007,    0.009389629866
         131,      0.1206889803,      -2.298868045,     0.05673055018,      -0.170537856,     0.05673222481,     0.05673055018,      -0.170537856,    0.002829970007,    0.008976505411
         132,      0.1207036376,       -2.29862514,     0.05626692533,     -0.1700869815,     0.05744747316,     0.05626692533,     -0.1700869815,    0.002829970007,    0.008550435133
         133,      0.1206877672,      -2.298439401,     0.05581749268,     -0.1696200962,     0.05816542102,     0.05581749268,     -0.1696200962,    0.002829970007,       0.008116541
         134,       0.120705183,      -2.298308433,     0.05538326191,      -0.169137428,     0.05887814695,     0.05538326191,      -0.169137428,    0.002829970007,    0.007681078513
         135,      0.1207218559,      -2.298221681,     0.05496493805,     -0.1686384159,     0.05957832733,     0.05496493805,     -0.1686384159,    0.002829970007,    0.007251032335
         136,       0.120715573,      -2.298178374,     0.05456286208,     -0.1681219935,     0.06025927637,     0.05456286208,     -0.1681219935,    0.002829970007,     0.00683400089
         137,      0.1207087174,      -2.298165774,     0.05417705643,     -0.1675858838,     0.06091557141,     0.05417705643,     -0.1675858838,    0.002829970007,     0.00643787184
         138,      0.1207118345,      -2.298176718,     0.05380732087,     -0.1670297159,     0.06154116515,     0.05380732087,     -0.1670297159,    0.002829970007,    0.006070342359
         139,      0.1207130536,      -2.298201906,     0.05345301855,     -0.1664523968,     0.06213133519,     0.05345301855,     -0.1664523968,    0.002968256742,    0.005738224145
         140,      0.1207217667,      -2.298235262,     0.05311324492,     -0.1658520023,     0.06268285094,     0.05311324492,     -0.1658520023,    0.002968256742,    0.005446417019
         141,      0.1207037599,       -2.29827441,     0.05278687831,     -0.1652264685,      0.0631935875,     0.05278687831,     -0.1652264685,    0.002968256742,    0.005197446908
         142,      0.1207256993,      -2.298306098,     0.05247268638,     -0.1645730552,     0.06366293283,     0.05247268638,     -0.1645730552,    0.002968256742,    0.004991602738
         143,      0.1207357715,      -2.298322343,     0.05216924571,     -0.1638871551,      0.0640925811,     0.05216924571,     -0.1638871551,    0.002968256742,    0.004827516614
         144,      0.1207254297,       -2.29832236,     0.05187531152,     -0.1631646444,     0.06448506698,     0.05187531152,     -0.1631646444,    0.002968256742,    0.004704962777
         145,      0.1207200479,      -2.298305576,     0.05158952376,     -0.1624032255,      0.0648428438,     0.05158952376,     -0.1624032255,    0.002968256742,    0.004619714891
         146,      0.1207306095,      -2.298261188,      0.0513106706,     -0.1616006781,      0.0651693823,      0.0513106706,     -0.1616006781,    0.002968256742,    0.004567220759
         147,      0.1207665791,      -2.298191271,     0.05103770826,     -0.1607553234,     0.06546873683,     0.05103770826,     -0.1607553234,    0.002968256742,    0.004542705129
         148,      0.1207890631,      -2.298093235,     0.05076943779,     -0.1598659103,     0.06574554506,     0.05076943779,     -0.1598659103,    0.002968256742,    0.004541094899
         149,      0.1207782467,      -2.297973512,     0.05050500521,     -0.1589324302,     0.06600434877,     0.05050500521,     -0.1589324302,    0.002968256742,    0.004556870678
         150,         0.1207619,       -2.29783523,     0.05024362124,     -0.1579553155,     0.06625005056,     0.05024362124,     -0.1579553155,    0.002968256742,    0.004582052938
         151,      0.1207476507,      -2.297672514,     0.04998491153,     -0.1569337372,     0.06648875932,     0.04998491153,     -0.1569337372,    0.002968256742,    0.004601568169
         152,      0.1207439085,       -2.29748457,     0.04972851008,     -0.1558705271,     0.06672461723,     0.04972851008,     -0.1558705271,    0.002968256742,    0.004621427445
         153,      0.1207427169,      -2.297277812,     0.04947397529,     -0.1547704739,     0.06696083837,     0.04947397529,     -0.1547704739,    0.003531825544,    0.004646731573
         154,      0.1207193555,      -2.297052358,     0.04922100034,     -0.1536401131,     0.06719954882,     0.04922100034,     -0.1536401131,    0.003531825544,    0.004661566936
         155,      0.1207240404,      -2.296807213,     0.04896925973,     -0.1524866131,      0.0674424449,     0.04896925973,     -0.1524866131,    0.003531825544,    0.004662778517
         156,      0.1207204968,      -2.296547848,     0.04871862383,     -0.1513182271,     0.06769033445,     0.04871862383,     -0.1513182271,    0.003531825544,      0.0046484258
         157,      0.1207135759,       -2.29627546,     0.04846858067,     -0.1501421325,     0.06794439746,     0.04846858067,     -0.1501421325,    0.003531825544,    0.004617735234
         158,      0.1207006119,      -2.296002306,     0.04821897229,     -0.1489672401,     0.06820447852,     0.04821897229,     -0.1489672401,    0.003531825544,     0.00457099813
         159,      0.1206768394,      -2.295737565,     0.04796982201,     -0.1478015631,     0.06847063809,     0.04796982201,     -0.1478015631,    0.003531825544,    0.004509327292
         160,      0.1206690435,      -2.295489328,     0.04772124949,     -0.1466502828,     0.06874417457,     0.04772124949,     -0.1466502828,    0.003531825544,    0.004434474917
         161,      0.1206692438,      -2.295257062,     0.04747321354,     -0.1455227864,     0.06902323139,     0.04747321354,     -0.1455227864,    0.003531825544,    0.004348674699
         162,      0.1206729681,      -2.295061898,     0.04722539943,     -0.1444296007,     0.06930487709,     0.04722539943,     -0.1444296007,    0.003531825544,    0.004254458758
         163,      0.1206877238,      -2.294914469,     0.04697739771,     -0.1433790086,     0.06958711973,     0.04697739771,     -0.1433790086,    0.003531825544,    0.004154501681
         164,      0.1206965339,      -2.294822572,     0.04672862537,     -0.1423770538,     0.06986841486,     0.04672862537,     -0.1423770538,    0.003531825544,    0.004051499754
         165,      0.1207146398,      -2.294773157,      0.0464784915,     -0.1414293789,     0.07014691495,      0.0464784915,     -0.1414293789,    0.003531825544,    0.003947989982
         166,      0.1207116066,      -2.294778785,     0.04622636204,     -0.1405411135,     0.07042057548,     0.04622636204,     -0.1405411135,    0.003531825544,    0.003846262988
         167,      0.1207011286,      -2.294854985,     0.04597170048,     -0.1397165494,     0.07068733862,     0.04597170048,     -0.1397165494,    0.003531825544,     0.00374829974
         168,      0.1206955414,      -2.295012984,     0.04571401121,     -0.1389590099,     0.07094522383,     0.04571401121,     -0.1389590099,    0.003531825544,    0.003655729884
         169,      0.1206773935,      -2.295278174,     0.04545306668,      -0.138266303,     0.07119516824,     0.04545306668,      -0.138266303,    0.003531825544,    0.003569792185
         170,      0.1206665205,      -2.295647928,     0.04518846554,      -0.137638434,     0.07143648226,     0.04518846554,      -0.137638434,    0.003531825544,    0.003491374748
         171,      0.1206697262,       -2.29614078,     0.04491942576,     -0.1370775296,     0.07166682708,     0.04491942576,     -0.1370775296,    0.003531825544,    0.003421054096
         172,      0.1206680382,      -2.296770185,     0.04464509296,     -0.1365856475,     0.07188352364,     0.04464509296,     -0.1365856475,    0.003531825544,    0.003359054663
         173,      0.1206773454,      -2.297571488,     0.04436487483,     -0.1361624243,     0.07208516266,     0.04436487483,     -0.1361624243,    0.003531825544,    0.003305276549
         174,       0.120670476,      -2.298542918,     0.04407831168,     -0.1358057235,     0.07227124263,     0.04407831168,     -0.1358057235,    0.003531825544,    0.003259365401
         175,      0.1206594585,      -2.299665032,     0.04378501523,     -0.1355125217,     0.07244167797,     0.04378501523,     -0.1355125217,    0.003531825544,    0.003220759664
         176,      0.1206446701,      -2.300955676,     0.04348475551,     -0.1352798037,     0.07259621989,     0.04348475551,     -0.1352798037,    0.003531825544,    0.003188796358
         177,      0.1206365157,      -2.302425886,     0.04317741226,     -0.1351044587,      0.0727346035,     0.04317741226,     -0.1351044587,    0.003531825544,    0.003162771914
         178,      0.1206266313,      -2.304079111,     0.04286299286,       -0.13498436,      0.0728559572,     0.04286299286,       -0.13498436,    0.003531825544,    0.003141980364
