"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,       "CD"       ,       "CL"       ,       "CMz"      ,       "CFx"      ,       "CFy"      ,     "Buffet"     ,   "Cauchy[CD]"   
           0,         0.1155404,      -1.905650377,      0.6684606703,   -0.009071267585,    0.007755875043,      0.6684606703,   -0.009071267585,   0.0003903843131,                 1
           1,        0.12085805,      -2.076274137,      0.5744973507,     -0.0201395196,     0.01506734532,      0.5744973507,     -0.0201395196,   0.0003903843131,    0.001635574464
           2,      0.1213488667,      -2.114782652,      0.5582092495,     -0.0299301996,     0.01794142718,      0.5582092495,     -0.0299301996,   0.0003903843131,    0.001927366496
           3,         0.1223137,      -2.245685513,        0.51824115,    -0.02943025826,     0.01485844054,        0.51824115,    -0.02943025826,   0.0003903843131,    0.002698592393
           4,        0.12277092,       -2.30594284,       0.463054078,    -0.02762173661,     0.01204951797,       0.463054078,    -0.02762173661,   0.0003903843131,    0.003890398589
           5,      0.1227743333,      -2.316925641,      0.4138461616,    -0.02746254845,     0.01088003926,      0.4138461616,    -0.02746254845,   0.0003903843131,     0.00507943744
           6,      0.1259942429,      -2.350428731,      0.3781051422,    -0.02807420859,     0.01057703533,      0.3781051422,    -0.02807420859,   0.0005628084862,    0.006024704124
           7,      0.1256994125,       -2.39755614,      0.3506553724,    -0.02896806179,     0.01050535817,      0.3506553724,    -0.02896806179,   0.0005628084862,    0.006807517449
           8,      0.1255988556,      -2.451447179,      0.3280697057,    -0.03003897331,     0.01046439109,      0.3280697057,    -0.03003897331,   0.0005628084862,    0.007495958543
           9,        0.12514481,      -2.503638305,      0.3092185225,    -0.03117547774,     0.01043989109,      0.3092185225,    -0.03117547774,   0.0005628084862,    0.008105598066
          10,      0.1245498364,      -2.549463079,       0.293519677,    -0.03227584328,     0.01043958924,       0.293519677,    -0.03227584328,   0.0005628084862,     0.00864044621
          11,      0.1239823667,      -2.587550186,      0.2803610958,    -0.03330409645,     0.01045847424,      0.2803610958,    -0.03330409645,   0.0005628084862,     0.00910979026
          12,      0.1237950231,      -2.620012367,      0.2691704333,    -0.03426815109,     0.01048818168,      0.2691704333,    -0.03426815109,   0.0005628084862,     0.00952553661
          13,      0.1236084214,      -2.648671599,       0.259489838,    -0.03516677745,     0.01052204042,       0.259489838,    -0.03516677745,   0.0005628084862,    0.009898599207
          14,      0.1233797333,      -2.674640642,      0.2509660151,    -0.03597675435,     0.01055559621,      0.2509660151,    -0.03597675435,   0.0005628084862,     0.01023823973
          15,      0.1231987625,      -2.697721142,      0.2433251648,    -0.03666774419,     0.01058777934,      0.2433251648,    -0.03666774419,   0.0005628084862,     0.01055225782
          16,      0.1230245706,      -2.716049174,      0.2363515023,    -0.03721612183,     0.01062161848,      0.2363515023,    -0.03721612183,   0.0005628084862,     0.01084731253
          17,      0.1230514056,       -2.72598463,      0.2298663123,    -0.03760535827,       0.010664251,      0.2298663123,    -0.03760535827,   0.0005628084862,      0.0111294413
          18,      0.1229256947,      -2.724080923,      0.2237115023,    -0.03782116642,     0.01072587138,      0.2237115023,    -0.03782116642,   0.0005628084862,     0.01140456395
          19,       0.122988215,      -2.708220554,      0.2177430096,    -0.03784914188,     0.01081840143,      0.2177430096,    -0.03784914188,   0.0005628084862,     0.01167867115
          20,      0.1228797619,      -2.680494267,      0.2118358622,    -0.03767500908,     0.01095397193,      0.2118358622,    -0.03767500908,   0.0003903843131,     0.01195752608
          21,      0.1226959909,      -2.646263439,      0.2058868074,     -0.0372841711,     0.01114379191,      0.2058868074,     -0.0372841711,   0.0003903843131,     0.01224647392
          22,      0.1226430609,      -2.610790247,      0.1998183229,     -0.0366613425,     0.01139753465,      0.1998183229,     -0.0366613425,   0.0003903843131,     0.01255017402
          23,      0.1225597792,      -2.577392102,       0.193579382,    -0.03579101081,     0.01172255554,       0.193579382,    -0.03579101081,   0.0003903843131,     0.01287246768
          24,       0.122446392,      -2.547248778,      0.1871476615,    -0.03465788488,     0.01212258199,      0.1871476615,    -0.03465788488,   0.0003903843131,     0.01321613858
          25,      0.1222699846,      -2.520575605,      0.1805216759,     -0.0332488318,     0.01259805683,      0.1805216759,     -0.0332488318,   0.0003903843131,     0.01358318512
          26,      0.1222151852,      -2.497259366,      0.1737201171,    -0.03155040785,     0.01314630384,      0.1737201171,    -0.03155040785,   0.0003903843131,     0.01397470908
          27,       0.122118625,      -2.477125911,      0.1667775556,    -0.02955244901,     0.01376266625,      0.1667775556,    -0.02955244901,   0.0003903843131,     0.01439098581
          28,         0.1219661,      -2.460029332,      0.1597422832,    -0.02724819691,     0.01443925824,      0.1597422832,    -0.02724819691,   0.0003903843131,     0.01483139972
          29,        0.12193367,      -2.445757675,       0.152673778,     -0.0246355514,     0.01516645437,       0.152673778,     -0.0246355514,   0.0009320100639,     0.01529438067
          30,      0.1218174839,       -2.43396218,      0.1456406736,     -0.0217180596,     0.01593470337,      0.1456406736,     -0.0217180596,   0.0009320100639,     0.01577728866
          31,      0.1218097875,      -2.424327291,      0.1387191288,    -0.01850707952,     0.01673438968,      0.1387191288,    -0.01850707952,   0.0009320100639,     0.01627624975
          32,      0.1217969424,      -2.416496879,      0.1319898252,    -0.01502450215,     0.01755705961,      0.1319898252,    -0.01502450215,   0.0009320100639,     0.01678608478
          33,      0.1218614353,      -2.410121009,      0.1255339614,    -0.01130744016,      0.0183962445,      0.1255339614,    -0.01130744016,   0.0009320100639,     0.01730035707
          34,      0.1218406229,      -2.404817804,       0.119428576,   -0.007412781456,       0.019247214,       0.119428576,   -0.007412781456,   0.0009320100639,     0.01781157353
          35,      0.1219573028,      -2.400314915,      0.1137420508,   -0.003417049375,      0.0201071422,      0.1137420508,   -0.003417049375,   0.0009320100639,     0.01831152278
          36,      0.1218942973,       -2.39640968,      0.1085299512,   0.0005832584715,     0.02097380884,      0.1085299512,   0.0005832584715,   0.0009320100639,     0.01879176804
          37,      0.1218585921,      -2.393033421,      0.1038350486,    0.004472149847,     0.02184438978,      0.1038350486,    0.004472149847,   0.0009320100639,     0.01924391813
          38,      0.1218164897,      -2.390119471,     0.09968884158,    0.008125166551,     0.02271489885,     0.09968884158,    0.008125166551,   0.0009320100639,     0.01965853883
          39,       0.121769285,      -2.387627086,     0.09611043745,     0.01141497463,     0.02357926221,     0.09611043745,     0.01141497463,   0.0009320100639,     0.02001637925
          40,      0.1217235659,      -2.385497177,     0.09310445927,     0.01422443999,     0.02442970375,     0.09310445927,     0.01422443999,   0.0009320100639,     0.02031697706
          41,      0.1216549214,       -2.38371165,     0.09065874379,     0.01645465532,     0.02525751329,     0.09065874379,     0.01645465532,   0.0009320100639,     0.02056154861
          42,      0.1216536233,      -2.382249082,     0.08874606795,     0.01803596816,     0.02605407433,     0.08874606795,     0.01803596816,   0.0009320100639,     0.02075281619
          43,       0.121622175,      -2.381133933,     0.08732691683,     0.01893384115,     0.02681206736,     0.08732691683,     0.01893384115,   0.0009320100639,     0.02089473131
          44,      0.1216137844,      -2.380396614,     0.08635225283,     0.01914901072,     0.02752646449,     0.08635225283,     0.01914901072,   0.0009320100639,     0.02099219771
          45,      0.1215960978,      -2.380079394,     0.08576619195,     0.01871336619,     0.02819606532,     0.08576619195,     0.01871336619,   0.0009320100639,      0.0210508038
          46,      0.1215701787,      -2.380228238,     0.08550713324,     0.01768471783,     0.02882519402,     0.08550713324,     0.01768471783,   0.0009320100639,     0.02107670967
          47,      0.1215553917,      -2.380877853,     0.08550837387,     0.01613646157,     0.02942307547,     0.08550837387,     0.01613646157,   0.0009320100639,     0.02107683373
          48,       0.121522598,      -2.382058095,     0.08569950969,     0.01414849026,     0.03000184559,     0.08569950969,     0.01414849026,   0.0009320100639,     0.02109594731
          49,       0.121467702,      -2.383790684,     0.08600879076,     0.01179909361,     0.03057341089,     0.08600879076,     0.01179909361,   0.0009320100639,     0.02112687542
          50,      0.1215026667,      -2.386049932,     0.08636589698,    0.009160798407,     0.03114688215,     0.08636589698,    0.009160798407,   0.0009320100639,     0.02116258604
          51,      0.1215120577,      -2.388789315,     0.08670552175,    0.006301174574,     0.03172754125,     0.08670552175,    0.006301174574,   0.0009320100639,     0.02119654852
          52,      0.1214930245,      -2.391900213,     0.08697067179,     0.00328528464,     0.03231622064,     0.08697067179,     0.00328528464,   0.0009320100639,     0.02122306352
          53,       0.121437263,      -2.395231323,     0.08711555541,    0.000177898197,     0.03290889688,     0.08711555541,    0.000177898197,   0.0009320100639,     0.02123755188
          54,      0.1213940655,      -2.398587392,     0.08710763661,   -0.002954746665,     0.03349738486,     0.08710763661,   -0.002954746665,   0.0009320100639,     0.02123834376
          55,      0.1213823679,      -2.401756939,     0.08692811206,   -0.006045276388,     0.03407058356,     0.08692811206,   -0.006045276388,   0.0009320100639,     0.02125629622
          56,      0.1213353404,      -2.404528596,     0.08657118672,   -0.009026900625,     0.03461614079,     0.08657118672,   -0.009026900625,   0.0009320100639,     0.02129198875
          57,      0.1212749259,      -2.406724086,     0.08604204341,    -0.01183629416,     0.03512198139,     0.08604204341,    -0.01183629416,   0.0009320100639,     0.02134490308
          58,      0.1212488051,      -2.408208425,     0.08535456313,    -0.01441548324,     0.03557895654,     0.08535456313,    -0.01441548324,   0.0009320100639,     0.02141365111
          59,      0.1212265317,      -2.408913291,     0.08452775926,    -0.01671599742,     0.03598146044,     0.08452775926,    -0.01671599742,   0.0009320100639,      0.0214963315
          60,      0.1212189656,      -2.408840618,     0.08358311115,    -0.01870119001,     0.03632801345,     0.08358311115,    -0.01870119001,   0.0009320100639,     0.02159079631
          61,      0.1211697887,      -2.408045644,     0.08254256177,    -0.02034713166,     0.03662172993,     0.08254256177,    -0.02034713166,   0.0009320100639,     0.02169485125
          62,      0.1211172714,      -2.406624491,     0.08142701224,    -0.02164252693,     0.03686996929,     0.08142701224,    -0.02164252693,   0.0009320100639,      0.0218064062
          63,      0.1210807984,      -2.404691316,     0.08025561062,    -0.02258756483,     0.03708357894,     0.08025561062,    -0.02258756483,   0.0009320100639,     0.02192354636
          64,      0.1210148938,      -2.402366832,       0.079045809,    -0.02319166612,     0.03727582684,       0.079045809,    -0.02319166612,   0.0009320100639,     0.02204452652
          65,      0.1209872879,      -2.399752443,     0.07781325961,    -0.02347196863,     0.03746126301,     0.07781325961,    -0.02347196863,   0.0009320100639,     0.02216778146
          66,      0.1209584254,      -2.396928148,      0.0765722446,    -0.02345101577,     0.03765445607,      0.0765722446,    -0.02345101577,   0.0009320100639,     0.02229188296
          67,      0.1209298162,      -2.393953261,      0.0753359643,    -0.02315424501,     0.03786911133,      0.0753359643,    -0.02315424501,   0.0009320100639,     0.02241551099
          68,      0.1209156884,      -2.390869171,     0.07411647371,    -0.02260879817,     0.03811720912,     0.07411647371,    -0.02260879817,   0.0009320100639,     0.02253746005
          69,        0.12091994,      -2.387704429,     0.07292465162,    -0.02184244606,     0.03840861341,     0.07292465162,    -0.02184244606,   0.0009320100639,     0.02265664226
          70,       0.120973562,      -2.384484343,     0.07177015942,    -0.02088354075,      0.0387507649,     0.07177015942,    -0.02088354075,   0.0009320100639,     0.02277209148
          71,      0.1209397986,      -2.381234846,     0.07066130495,    -0.01976129381,       0.039148641,     0.07066130495,    -0.01976129381,   0.0009320100639,     0.02288297693
          72,      0.1210117342,      -2.377986925,     0.06960472574,     -0.0185055743,     0.03960505341,     0.06960472574,     -0.0185055743,   0.0009320100639,     0.02298863485
          73,      0.1209885216,      -2.374778322,     0.06860532842,    -0.01714707879,     0.04012064598,     0.06860532842,    -0.01714707879,   0.0009320100639,     0.02308857458
          74,      0.1210013467,       -2.37165167,     0.06766628893,    -0.01571684526,     0.04069420179,     0.06766628893,    -0.01571684526,   0.0009320100639,     0.02318247853
          75,      0.1209833395,      -2.368655764,     0.06678910687,    -0.01424503995,     0.04132334599,     0.06678910687,    -0.01424503995,   0.0009320100639,     0.02327019674
          76,      0.1209523299,      -2.365840116,     0.06597399004,    -0.01276105311,     0.04200415954,     0.06597399004,    -0.01276105311,   0.0009320100639,     0.02335170842
          77,      0.1209457974,      -2.363252077,     0.06521980377,    -0.01129245957,     0.04273167625,     0.06521980377,    -0.01129245957,   0.0009320100639,     0.02342712705
          78,      0.1209298696,      -2.360933484,     0.06452426641,   -0.009864575563,     0.04350004471,     0.06452426641,   -0.009864575563,   0.0009320100639,     0.02349668078
          79,      0.1209148063,      -2.358919439,     0.06388421812,   -0.008499927712,     0.04430280068,     0.06388421812,   -0.008499927712,   0.0009320100639,     0.02356068561
          80,       0.120905579,      -2.357234033,     0.06329577601,   -0.007218069409,     0.04513298325,     0.06329577601,   -0.007218069409,   0.0009320100639,     0.02361952982
          81,      0.1208784232,      -2.355890261,     0.06275460878,    -0.00603551758,     0.04598326359,     0.06275460878,    -0.00603551758,   0.0009320100639,     0.02367364655
          82,      0.1209416699,      -2.354890133,     0.06225608069,   -0.004966019581,     0.04684597269,     0.06225608069,   -0.004966019581,   0.0009320100639,     0.02372349935
          83,      0.1209311429,      -2.354223858,     0.06179567433,   -0.004020250741,     0.04771327473,     0.06179567433,   -0.004020250741,   0.0009320100639,     0.02376953999
          84,      0.1209170118,      -2.353872015,     0.06136891967,   -0.003206104214,     0.04857733689,     0.06136891967,   -0.003206104214,   0.0003903843131,     0.02381221546
          85,      0.1209034081,      -2.353808375,     0.06097162695,   -0.002529064095,     0.04943028157,     0.06097162695,   -0.002529064095,   0.0003903843131,     0.02385194473
          86,      0.1209023759,      -2.354000949,     0.06059999514,   -0.001992121401,     0.05026442406,     0.06059999514,   -0.001992121401,   0.0003903843131,     0.02388910791
          87,      0.1209127477,      -2.354413216,     0.06025062801,   -0.001595865851,     0.05107236025,     0.06025062801,   -0.001595865851,   0.0003903843131,     0.02392404462
          88,      0.1209013787,      -2.355007259,     0.05992040026,   -0.001338440582,     0.05184715265,     0.05992040026,   -0.001338440582,   0.0003903843131,      0.0239570674
          89,      0.1208890089,      -2.355745278,     0.05960666789,   -0.001215410611,     0.05258254058,     0.05960666789,   -0.001215410611,   0.0003903843131,     0.02398844064
          90,      0.1208747637,      -2.356589189,     0.05930710176,   -0.001219859296,     0.05327303877,     0.05930710176,   -0.001219859296,   0.0003903843131,     0.02401839725
          91,      0.1208268978,      -2.357501113,     0.05901956417,   -0.001342238185,     0.05391418033,     0.05901956417,   -0.001342238185,   0.0003903843131,     0.02404715101
          92,      0.1208090699,      -2.358444478,     0.05874203281,   -0.001570306709,     0.05450272485,     0.05874203281,   -0.001570306709,   0.0003903843131,     0.02407490414
          93,       0.120805983,      -2.359381264,     0.05847257008,    -0.00188935912,      0.0550367601,     0.05847257008,    -0.00188935912,   0.0003903843131,     0.02410185042
          94,      0.1207770916,      -2.360275696,      0.0582092451,   -0.002282015764,     0.05551610073,      0.0582092451,   -0.002282015764,   0.0003903843131,     0.02412818291
          95,      0.1207588208,      -2.361091515,     0.05795010296,   -0.002729029476,     0.05594201783,     0.05795010296,   -0.002729029476,   0.0003903843131,     0.02415409713
          96,      0.1207513124,      -2.361794384,     0.05769310725,   -0.003209456104,     0.05631760029,     0.05769310725,   -0.003209456104,   0.0003903843131,      0.0241797967
          97,      0.1207523367,      -2.362352085,     0.05743621832,    -0.00370128834,     0.05664750828,     0.05743621832,    -0.00370128834,   0.0009320100639,     0.02420548559
          98,      0.1207133778,      -2.362736337,     0.05717745741,   -0.004181866765,      0.0569379583,     0.05717745741,   -0.004181866765,   0.0009320100639,     0.02423136168
          99,       0.120686109,      -2.362924037,     0.05691497531,   -0.004628497578,     0.05719650653,     0.05691497531,   -0.004628497578,   0.0009320100639,     0.02425760989
         100,       0.120680401,      -2.362898348,     0.05664716597,   -0.005018976126,      0.0574318436,     0.05664716597,   -0.005018976126,   0.0009320100639,     0.02428439083
         101,      0.1206708863,      -2.362650081,     0.05637267186,   -0.005332991566,     0.05765289135,     0.05637267186,   -0.005332991566,   0.0009320100639,     0.02267626577
         102,      0.1206524311,      -2.362177883,     0.05609041885,   -0.005552780935,     0.05786838758,     0.05609041885,   -0.005552780935,   0.0009320100639,     0.02241269904
         103,      0.1206426683,      -2.361487872,     0.05579965413,   -0.005663896226,      0.0580863109,     0.05579965413,   -0.005663896226,   0.0009320100639,     0.02167054962
         104,      0.1206249933,      -2.360593322,     0.05549992596,   -0.005655812962,     0.05831338736,     0.05549992596,   -0.005655812962,   0.0009320100639,     0.02050871624
         105,      0.1206027991,      -2.359512805,      0.0551910561,   -0.005522225539,     0.05855478448,      0.0551910561,   -0.005522225539,   0.0009320100639,     0.01935056437
         106,      0.1205787159,      -2.358269656,      0.0548731441,   -0.005261469126,      0.0588137034,      0.0548731441,   -0.005261469126,   0.0009320100639,     0.01843708889
         107,      0.1205770778,      -2.356889435,     0.05454646135,   -0.004876300688,     0.05909140759,     0.05454646135,   -0.004876300688,   0.0009320100639,     0.01768694384
         108,      0.1205748642,      -2.355398931,     0.05421146259,   -0.004373408549,     0.05938742774,     0.05421146259,   -0.004373408549,   0.0009320100639,     0.01703200262
         109,      0.1205538864,      -2.353825889,     0.05386867067,   -0.003763145136,     0.05969960447,     0.05386867067,   -0.003763145136,   0.0009320100639,     0.01645664229
         110,      0.1205368324,      -2.352194544,     0.05351867837,   -0.003057983516,     0.06002497897,     0.05351867837,   -0.003057983516,   0.0009320100639,     0.01595679338
         111,      0.1205326777,      -2.350528675,     0.05316223491,   -0.002270722519,     0.06036091985,     0.05316223491,   -0.002270722519,   0.0009320100639,     0.01552309367
         112,      0.1205117841,      -2.348849004,     0.05280020767,   -0.001413992825,     0.06070529512,     0.05280020767,   -0.001413992825,   0.0009320100639,     0.01514355005
         113,      0.1205040167,      -2.347172423,     0.05243334012,  -0.0005013347253,     0.06105558338,     0.05243334012,  -0.0005013347253,   0.0009320100639,     0.01480717421
         114,       0.120507627,      -2.345518225,     0.05206241833,   0.0004544291449,     0.06140979578,     0.05206241833,   0.0004544291449,   0.0009320100639,     0.01450462586
         115,      0.1204986319,      -2.343899358,     0.05168822281,     0.00144220286,     0.06176702903,     0.05168822281,     0.00144220286,   0.0009320100639,     0.01422802732
         116,      0.1204967103,      -2.342325994,     0.05131173416,    0.002454487446,      0.0621285861,     0.05131173416,    0.002454487446,   0.0009320100639,     0.01397062147
         117,      0.1204914025,      -2.340808263,     0.05093392733,    0.003484686713,     0.06249603816,     0.05093392733,    0.003484686713,   0.0009320100639,     0.01372627339
         118,      0.1204739639,      -2.339356234,     0.05055575314,     0.00452751009,     0.06287133992,     0.05055575314,     0.00452751009,   0.0009320100639,     0.01348896816
         119,       0.120461795,      -2.337980394,     0.05017813228,    0.005579035271,     0.06325674694,     0.05017813228,    0.005579035271,   0.0009320100639,     0.01325262305
         120,      0.1204672545,      -2.336687198,     0.04980199034,    0.006636814157,     0.06365478299,     0.04980199034,    0.006636814157,   0.0009320100639,     0.01301138231
         121,      0.1204515107,      -2.335477887,     0.04942814564,    0.007699548497,     0.06406793253,     0.04942814564,    0.007699548497,   0.0009320100639,     0.01275981894
         122,      0.1204699016,      -2.334357967,     0.04905737633,    0.008767825976,     0.06449909061,     0.04905737633,    0.008767825976,   0.0009320100639,     0.01249319578
         123,      0.1204703927,      -2.333331491,     0.04869033181,    0.009842117809,     0.06495021381,     0.04869033181,    0.009842117809,   0.0009320100639,     0.01220760656
         124,      0.1204579256,      -2.332396048,     0.04832747316,     0.01092247811,     0.06542211168,     0.04832747316,     0.01092247811,   0.0009320100639,     0.01190022153
